# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YLL017W	YLL017W	YLL017W	pseudogene	0	0	0	626	0	0	0	0	527	0	0	0	0	5	0	0	0	0	0	0	0	0	94
YLL019W-A	YLL019W-A	YLL019W-A	protein_coding	0	0	0	466	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	375
YLL020C	YLL020C	YLL020C	protein_coding	1	1	12	475	0	0	0	0	325	0	0	0	12	0	0	0	0	1	0	0	0	1	150
YLL032C	YLL032C	YLL032C	protein_coding	0	181	112	969	0	0	0	0	506	0	0	0	112	0	0	0	0	0	0	0	0	181	463
YLL037W	YLL037W	YLL037W	protein_coding	2	6	22	970	0	0	0	0	504	1	0	0	22	0	0	0	0	0	1	0	0	6	466
YLL044W	YLL044W	YLL044W	protein_coding	1	1	16	856	0	0	0	0	344	0	0	0	16	0	0	0	0	1	0	0	0	1	512
YLL047W	YLL047W	YLL047W	protein_coding	0	0	0	950	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	628
YLL053C	YLL053C	YLL053C	protein_coding	0	47	9	673	0	0	0	0	311	0	0	0	9	0	0	0	0	0	0	0	0	47	362
YLL054C	YLL054C	YLL054C	protein_coding	1	137	92	517	0	0	0	0	165	0	0	0	92	0	0	0	0	0	1	0	0	137	352
YLL056C	YLL056C	YLL056C	protein_coding	0	17	19	422	0	0	0	0	263	0	0	0	19	0	0	0	0	0	0	0	0	17	159
YLL058W	YLL058W	YLL058W	protein_coding	1	76	46	302	0	0	0	0	210	0	0	0	46	0	0	0	0	0	1	0	0	76	92
YLL059C	YLL059C	YLL059C	protein_coding	3	2	4	402	1	0	0	0	120	1	0	0	3	0	0	0	0	0	2	0	0	2	282
YLL065W	YLL065W	YLL065W	protein_coding	0	1	6	361	0	0	0	0	348	0	0	0	6	0	0	0	0	0	0	0	0	1	13
YLL066C	YLL066C	YLL066C	protein_coding	0	1	1	77	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	63
YLL066W-A	YLL066W-A	YLL066W-A	protein_coding	0	1	0	33	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	14
YLL066W-B	YLL066W-B	YLL066W-B	protein_coding	0	0	3	13	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	11
YLL067C	YLL067C	YLL067C	protein_coding	0	1	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	15
YLL067W-A	YLL067W-A	YLL067W-A	protein_coding	0	1	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	3
YLR001C	YLR001C	YLR001C	protein_coding	3	201	122	929	0	0	0	0	472	1	0	0	122	0	0	0	0	0	2	0	0	201	457
YLR012C	YLR012C	YLR012C	protein_coding	0	0	2	520	0	0	0	0	291	0	0	0	2	0	0	0	0	0	0	0	0	0	229
YLR030W	YLR030W	YLR030W	protein_coding	1	0	1	876	0	0	0	0	623	1	0	0	1	0	0	0	0	0	0	0	0	0	253
YLR031W	YLR031W	YLR031W	protein_coding	0	40	29	824	0	0	0	0	604	0	0	0	29	0	0	0	0	0	0	0	0	40	220
YLR035C-A	YLR035C-A	YLR035C-A	protein_coding	0	0	0	449	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YLR036C	YLR036C	YLR036C	protein_coding	0	0	0	294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	293
YLR040C	YLR040C	YLR040C	protein_coding	0	33	10	595	0	0	0	0	468	0	0	0	10	0	0	0	0	0	0	0	0	33	127
YLR041W	YLR041W	YLR041W	protein_coding	1	1	0	643	0	0	0	0	134	0	0	0	0	0	0	0	0	0	1	0	0	1	509
YLR042C	YLR042C	YLR042C	protein_coding	0	0	1	703	0	0	0	0	504	0	0	0	1	0	0	0	0	0	0	0	0	0	199
YLR046C	YLR046C	YLR046C	protein_coding	0	45	54	775	0	0	0	0	481	0	0	0	54	0	0	0	0	0	0	0	0	45	294
YLR049C	YLR049C	YLR049C	protein_coding	0	86	34	797	0	0	0	0	295	0	0	0	34	0	0	0	0	0	0	0	0	86	502
YLR050C	YLR050C	YLR050C	protein_coding	0	56	23	761	0	0	0	0	243	0	0	0	23	0	0	0	0	0	0	0	0	56	518
YLR053C	YLR053C	YLR053C	protein_coding	0	0	2	964	0	0	0	0	481	0	0	0	2	0	0	0	0	0	0	0	0	0	483
YLR063W	YLR063W	YLR063W	protein_coding	1	107	48	964	0	0	0	0	572	0	0	0	48	0	0	0	0	0	1	0	0	107	392
YLR072W	YLR072W	YLR072W	protein_coding	0	247	89	668	0	0	0	0	282	0	0	0	89	0	0	0	0	0	0	0	0	247	386
YLR076C	YLR076C	YLR076C	protein_coding	0	0	0	932	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	492
YLR099W-A	YLR099W-A	YLR099W-A	protein_coding	0	21	10	1100	0	0	0	0	593	0	0	0	10	0	0	0	0	0	0	0	0	21	507
YLR101C	YLR101C	YLR101C	protein_coding	2	4	28	1181	0	0	0	0	565	0	0	0	28	0	0	0	1	0	1	1	0	4	616
YLR108C	YLR108C	YLR108C	protein_coding	0	79	44	635	0	0	0	0	400	0	0	0	44	0	0	0	0	0	0	0	0	79	235
YLR111W	YLR111W	YLR111W	protein_coding	0	2	7	402	1	0	1	0	202	0	0	0	5	0	0	0	0	0	0	0	0	2	200
YLR112W	YLR112W	YLR112W	protein_coding	0	0	1	478	0	0	0	0	268	0	0	0	1	0	0	0	0	0	0	0	0	0	210
YLR118C	YLR118C	YLR118C	protein_coding	1	57	21	1014	0	0	0	0	561	0	0	0	21	0	0	0	0	0	1	0	0	57	453
YLR120W-A	YLR120W-A	YLR120W-A	protein_coding	0	0	1	643	0	0	0	0	202	0	0	0	1	0	0	0	0	0	0	0	0	0	441
YLR122C	YLR122C	YLR122C	protein_coding	0	0	0	547	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	123
YLR123C	YLR123C	YLR123C	protein_coding	0	0	1	553	0	0	0	0	421	0	0	0	1	0	0	0	0	0	0	0	0	0	132
YLR124W	YLR124W	YLR124W	protein_coding	0	0	0	643	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	408
YLR125W	YLR125W	YLR125W	protein_coding	1	0	0	700	0	0	0	0	498	1	0	0	0	0	0	0	0	0	0	0	0	0	202
YLR126C	YLR126C	YLR126C	protein_coding	0	68	29	708	0	0	0	0	100	0	0	0	29	0	0	0	0	0	0	0	0	68	608
YLR140W	YLR140W	YLR140W	protein_coding	0	0	0	601	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	363
YLR143W	YLR143W	YLR143W	protein_coding	0	126	74	634	0	0	0	0	520	0	0	0	74	0	0	0	0	0	0	0	0	126	114
YLR146W-A	YLR146W-A	YLR146W-A	protein_coding	0	10	8	1174	0	0	0	0	667	0	0	0	8	0	0	0	0	0	0	0	0	10	507
YLR149C	YLR149C	YLR149C	protein_coding	0	217	77	925	0	0	0	0	633	0	0	0	77	0	0	0	0	0	0	0	0	217	292
YLR149C-A	YLR149C-A	YLR149C-A	protein_coding	0	0	3	918	0	0	0	0	638	0	0	0	3	0	0	0	0	0	0	0	0	0	280
YLR152C	YLR152C	YLR152C	protein_coding	0	65	28	714	0	0	0	0	457	0	0	0	28	0	0	0	0	0	0	0	0	65	257
YLR154C-G	YLR154C-G	YLR154C-G	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR154C-H	YLR154C-H	YLR154C-H	protein_coding	0	0	0	72	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-A	YLR154W-A	YLR154W-A	protein_coding	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
YLR154W-B	YLR154W-B	YLR154W-B	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR154W-E	YLR154W-E	YLR154W-E	protein_coding	0	0	0	28	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YLR154W-F	YLR154W-F	YLR154W-F	protein_coding	0	0	0	30	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YLR156C-A	YLR156C-A	YLR156C-A	protein_coding	0	0	0	72	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR156W	YLR156W	YLR156W	protein_coding	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
YLR159C-A	YLR159C-A	YLR159C-A	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YLR159W	YLR159W	YLR159W	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR161W	YLR161W	YLR161W	protein_coding	0	0	0	193	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR162W	YLR162W	YLR162W	protein_coding	0	0	0	274	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR163W-A	YLR163W-A	YLR163W-A	protein_coding	0	16	6	550	0	0	0	0	442	0	0	0	6	0	0	0	0	0	0	0	0	16	108
YLR164W	YLR164W	YLR164W	protein_coding	1	21	8	573	0	0	0	0	406	1	0	0	8	0	0	0	0	0	0	0	0	21	167
YLR169W	YLR169W	YLR169W	protein_coding	0	0	9	858	0	0	0	0	512	0	0	0	9	0	0	0	0	0	0	0	0	0	346
YLR171W	YLR171W	YLR171W	protein_coding	3	38	12	849	0	0	0	0	514	0	0	0	12	0	0	0	0	0	3	0	0	38	335
YLR173W	YLR173W	YLR173W	protein_coding	2	155	111	764	0	0	0	0	497	0	0	0	111	0	0	0	0	0	2	0	0	155	267
YLR177W	YLR177W	YLR177W	protein_coding	0	177	40	747	0	0	1	0	336	0	0	0	39	0	0	0	0	0	0	0	0	177	411
YLR179C	YLR179C	YLR179C	protein_coding	0	51	29	757	0	0	0	0	363	0	0	0	29	0	0	0	0	0	0	0	0	51	394
YLR184W	YLR184W	YLR184W	protein_coding	1	0	1	837	0	0	0	0	293	1	0	0	1	0	0	0	0	0	0	0	0	0	544
YLR194C	YLR194C	YLR194C	protein_coding	0	70	53	749	0	0	0	0	351	0	0	0	53	0	0	0	0	0	0	0	0	70	398
YLR198C	YLR198C	YLR198C	protein_coding	4	4	33	897	0	0	0	0	418	0	0	0	33	0	0	0	1	1	2	1	0	4	479
YLR202C	YLR202C	YLR202C	protein_coding	0	1	1	929	0	0	0	0	395	0	0	0	1	0	0	0	0	0	0	0	0	1	534
YLR211C	YLR211C	YLR211C	protein_coding	0	72	33	726	0	0	0	0	278	0	0	0	33	0	0	0	0	0	0	0	0	72	448
YLR217W	YLR217W	YLR217W	protein_coding	2	1	10	719	0	0	0	0	272	0	0	0	10	0	0	0	0	0	2	0	0	1	447
YLR222C-A	YLR222C-A	YLR222C-A	protein_coding	0	0	0	739	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	299
YLR224W	YLR224W	YLR224W	protein_coding	0	50	21	859	0	0	0	0	531	0	0	0	21	0	0	0	0	0	0	0	0	50	328
YLR225C	YLR225C	YLR225C	protein_coding	1	123	27	685	0	0	0	0	306	0	0	0	27	0	0	0	0	0	1	0	0	123	379
YLR227W-A	YLR227W-A	YLR227W-A	protein_coding	0	0	0	542	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	447
YLR227W-B	YLR227W-B	YLR227W-B	protein_coding	1	61	28	782	0	0	0	0	335	0	0	0	28	0	0	0	0	0	1	0	0	61	447
YLR230W	YLR230W	YLR230W	protein_coding	2	4	28	635	0	0	0	0	263	0	0	0	28	0	0	0	1	0	1	1	0	4	372
YLR232W	YLR232W	YLR232W	protein_coding	1	24	20	521	0	0	0	0	224	1	0	0	20	0	0	0	0	0	0	0	0	24	297
YLR235C	YLR235C	YLR235C	protein_coding	2	6	15	732	0	0	0	0	234	1	0	0	15	0	0	0	1	0	0	1	0	6	498
YLR236C	YLR236C	YLR236C	protein_coding	1	5	19	751	0	0	0	0	242	1	0	0	19	0	0	0	0	0	0	0	0	5	509
YLR241W	YLR241W	YLR241W	protein_coding	0	151	34	1010	0	0	0	0	432	0	0	0	34	0	0	0	0	0	0	0	0	151	578
YLR243W	YLR243W	YLR243W	protein_coding	0	50	9	901	0	0	0	0	454	0	0	0	9	0	0	0	0	0	0	0	0	50	447
YLR252W	YLR252W	YLR252W	protein_coding	0	0	2	604	0	0	0	0	365	0	0	0	2	0	0	0	0	0	0	0	0	0	239
YLR253W	YLR253W	YLR253W	protein_coding	1	205	39	678	0	0	0	0	472	0	0	0	39	0	0	0	1	0	1	0	1	204	206
YLR255C	YLR255C	YLR255C	protein_coding	0	5	17	994	0	0	0	0	335	0	0	0	17	0	0	0	0	0	0	0	0	5	659
YLR256W-A	YLR256W-A	YLR256W-A	protein_coding	0	0	0	661	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	650
YLR257W	YLR257W	YLR257W	protein_coding	1	73	23	526	0	1	0	1	478	0	0	0	21	0	0	0	0	0	1	0	0	73	48
YLR264C-A	YLR264C-A	YLR264C-A	protein_coding	0	2	4	652	0	0	0	0	294	0	0	0	4	0	0	0	0	0	0	0	0	2	358
YLR269C	YLR269C	YLR269C	protein_coding	2	4	3	911	0	0	0	0	538	2	0	0	3	0	0	0	0	0	0	0	0	4	373
YLR271W	YLR271W	YLR271W	protein_coding	0	12	20	779	0	0	0	0	355	0	0	0	20	0	0	0	0	0	0	0	0	12	424
YLR278C	YLR278C	YLR278C	protein_coding	0	313	75	926	0	2	0	0	585	0	0	0	73	0	0	0	0	0	0	0	0	313	341
YLR279W	YLR279W	YLR279W	protein_coding	0	6	21	807	0	0	0	0	395	0	0	0	21	0	0	0	1	0	0	0	1	5	412
YLR280C	YLR280C	YLR280C	protein_coding	0	2	50	785	0	0	0	0	394	0	0	0	50	0	0	0	0	0	0	0	0	2	391
YLR281C	YLR281C	YLR281C	protein_coding	0	49	12	787	0	0	0	0	392	0	0	0	12	0	0	0	0	0	0	0	0	49	395
YLR282C	YLR282C	YLR282C	protein_coding	0	4	3	856	0	0	0	0	452	0	0	0	3	0	0	0	0	0	0	0	0	4	404
YLR283W	YLR283W	YLR283W	protein_coding	0	50	10	837	0	0	0	0	382	0	0	0	10	0	0	0	0	0	0	0	0	50	455
YLR285C-A	YLR285C-A	YLR285C-A	protein_coding	0	1	2	792	0	0	0	0	430	0	0	0	2	0	0	0	0	0	0	0	0	1	362
YLR286W-A	YLR286W-A	YLR286W-A	protein_coding	0	0	1	773	0	0	0	0	392	0	0	0	1	0	0	0	0	0	0	0	0	0	381
YLR287C	YLR287C	YLR287C	protein_coding	0	121	72	629	0	0	0	0	356	0	0	0	72	0	0	0	0	0	0	0	0	121	273
YLR290C	YLR290C	YLR290C	protein_coding	0	48	30	631	0	0	0	0	273	0	0	0	30	0	0	0	0	0	0	0	0	48	358
YLR294C	YLR294C	YLR294C	protein_coding	0	2	2	742	0	0	0	0	412	0	0	0	2	0	0	0	0	0	0	0	0	2	330
YLR296W	YLR296W	YLR296W	protein_coding	2	2	13	727	0	0	0	0	369	2	0	0	13	0	0	0	0	0	0	0	0	2	358
YLR297W	YLR297W	YLR297W	protein_coding	0	29	24	627	0	0	0	0	328	0	0	0	24	0	0	0	0	0	0	0	0	29	299
YLR299C-A	YLR299C-A	YLR299C-A	protein_coding	0	0	1	622	0	0	0	0	381	0	0	0	1	0	0	0	0	0	0	0	0	0	241
YLR302C	YLR302C	YLR302C	protein_coding	2	2	4	617	0	0	0	0	258	1	0	0	4	0	0	0	0	0	1	0	0	2	359
YLR307C-A	YLR307C-A	YLR307C-A	protein_coding	0	22	22	937	0	0	0	0	553	0	0	0	22	0	0	0	0	0	0	0	0	22	384
YLR311C	YLR311C	YLR311C	protein_coding	3	1	1	947	0	0	0	0	572	3	0	0	1	0	0	0	0	0	0	0	0	1	375
YLR312C	YLR312C	YLR312C	protein_coding	0	70	49	946	0	0	0	0	521	0	0	0	49	0	0	0	0	0	0	0	0	70	425
YLR317W	YLR317W	YLR317W	protein_coding	2	7	37	965	0	0	0	0	574	0	0	0	37	0	0	0	0	0	2	0	0	7	391
YLR326W	YLR326W	YLR326W	protein_coding	0	35	12	631	0	0	0	0	337	0	0	0	12	0	0	0	0	0	0	0	0	35	294
YLR334C	YLR334C	YLR334C	protein_coding	0	0	4	581	0	0	0	0	97	0	0	0	4	0	0	0	0	0	0	0	0	0	484
YLR339C	YLR339C	YLR339C	protein_coding	0	6	3	577	0	0	0	0	241	0	0	0	3	0	0	0	0	0	0	0	0	6	336
YLR342W-A	YLR342W-A	YLR342W-A	protein_coding	0	1	5	966	0	0	0	0	358	0	0	0	5	0	0	0	0	0	0	0	0	1	608
YLR345W	YLR345W	YLR345W	protein_coding	0	191	58	623	0	0	0	0	324	0	0	0	58	0	0	0	0	0	0	0	0	191	299
YLR346C	YLR346C	YLR346C	protein_coding	0	2	2	740	0	0	0	0	371	0	0	0	2	0	0	0	0	0	0	0	0	2	369
YLR347W-A	YLR347W-A	YLR347W-A	protein_coding	0	14	3	754	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	14	413
YLR349W	YLR349W	YLR349W	protein_coding	0	2	4	808	0	0	0	0	439	0	0	0	4	0	0	0	0	0	0	0	0	2	369
YLR352W	YLR352W	YLR352W	protein_coding	1	253	58	633	0	0	0	0	328	0	0	0	58	0	0	0	0	0	1	0	0	253	305
YLR358C	YLR358C	YLR358C	protein_coding	1	43	25	816	0	0	0	0	344	0	0	0	25	0	0	0	0	0	1	0	0	43	472
YLR361C-A	YLR361C-A	YLR361C-A	protein_coding	0	12	10	890	1	0	0	0	462	0	0	0	9	0	0	0	0	0	0	0	0	12	428
YLR363W-A	YLR363W-A	YLR363W-A	protein_coding	0	5	0	748	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	5	472
YLR364C-A	YLR364C-A	YLR364C-A	protein_coding	0	1	1	697	0	0	0	0	325	0	0	0	1	0	0	0	0	0	0	0	0	1	372
YLR365W	YLR365W	YLR365W	protein_coding	0	0	4	729	0	0	0	0	355	0	0	0	4	0	0	0	0	0	0	0	0	0	374
YLR366W	YLR366W	YLR366W	protein_coding	0	1	5	693	0	0	0	0	371	0	0	0	5	0	0	0	0	0	0	0	0	1	322
YLR374C	YLR374C	YLR374C	protein_coding	2	20	29	910	0	0	0	0	433	0	0	0	29	0	0	0	0	0	2	0	0	20	477
YLR379W	YLR379W	YLR379W	protein_coding	0	22	11	820	0	0	0	0	340	0	0	0	11	0	0	0	0	0	0	0	0	22	480
YLR399W-A	YLR399W-A	YLR399W-A	protein_coding	0	7	1	1009	0	0	0	0	404	0	0	0	1	0	0	0	0	0	0	0	0	7	605
YLR400W	YLR400W	YLR400W	protein_coding	0	1	3	996	0	0	0	0	491	0	0	0	3	0	0	0	0	0	0	0	0	1	505
YLR402W	YLR402W	YLR402W	protein_coding	1	7	12	812	0	0	0	0	361	0	0	0	12	0	0	0	0	0	1	0	0	7	451
YLR406C-A	YLR406C-A	YLR406C-A	protein_coding	1	1	0	837	0	0	0	0	361	1	0	0	0	0	0	0	0	0	0	0	0	1	476
YLR407W	YLR407W	YLR407W	protein_coding	0	63	18	823	0	0	0	0	482	0	0	0	18	0	0	0	0	0	0	0	0	63	341
YLR410W-A	YLR410W-A	YLR410W-A	protein_coding	0	0	0	643	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	562
YLR410W-B	YLR410W-B	YLR410W-B	protein_coding	0	1	2	797	0	0	0	0	235	0	0	0	2	0	0	0	0	0	0	0	0	1	562
YLR412C-A	YLR412C-A	YLR412C-A	protein_coding	2	0	0	551	0	0	0	0	200	1	0	0	0	0	0	0	0	0	1	0	0	0	351
YLR413W	YLR413W	YLR413W	protein_coding	1	82	49	704	0	0	0	0	478	0	0	0	49	0	0	0	0	0	1	0	0	82	226
YLR415C	YLR415C	YLR415C	protein_coding	0	0	0	743	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	441
YLR416C	YLR416C	YLR416C	protein_coding	0	1	1	793	0	0	0	0	301	0	0	0	1	0	0	0	0	0	0	0	0	1	492
YLR419W	YLR419W	YLR419W	protein_coding	0	375	145	795	0	0	0	0	336	0	0	0	145	0	0	0	0	0	0	0	0	375	459
YLR422W	YLR422W	YLR422W	protein_coding	2	507	165	833	0	0	0	0	460	0	0	0	165	0	0	0	0	0	2	0	0	507	373
YLR428C	YLR428C	YLR428C	protein_coding	2	17	11	1180	0	0	0	0	719	0	0	0	11	0	0	0	0	1	1	0	0	17	461
YLR434C	YLR434C	YLR434C	protein_coding	0	0	1	1069	0	0	0	0	479	0	0	0	1	0	0	0	0	0	0	0	0	0	590
YLR437C-A	YLR437C-A	YLR437C-A	protein_coding	1	0	11	889	0	0	0	0	560	0	0	0	11	0	0	0	0	1	0	0	0	0	329
YLR444C	YLR444C	YLR444C	protein_coding	1	5	1	869	0	0	0	0	530	0	0	0	1	0	0	0	0	0	1	0	0	5	339
YLR445W	YLR445W	YLR445W	protein_coding	0	20	7	850	0	0	0	0	311	0	0	1	7	0	0	0	1	0	0	0	1	19	538
YLR446W	YLR446W	YLR446W	protein_coding	0	126	49	609	0	0	0	0	156	0	0	0	49	0	0	0	0	0	0	0	0	126	453
YLR455W	YLR455W	YLR455W	protein_coding	0	19	10	819	0	0	0	0	398	0	0	0	10	0	0	0	0	0	0	0	0	19	421
YLR456W	YLR456W	YLR456W	protein_coding	0	69	37	660	0	0	0	0	378	0	0	0	37	0	0	0	0	0	0	0	0	69	282
YLR458W	YLR458W	YLR458W	protein_coding	0	5	3	548	0	0	0	0	278	0	0	0	3	0	0	0	0	0	0	0	0	5	270
YLR460C	YLR460C	YLR460C	protein_coding	1	55	30	456	0	0	0	0	402	0	0	0	30	0	0	0	0	0	1	0	0	55	54
YLR462W	YLR462W	YLR462W	protein_coding	0	0	0	79	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	54
YLR463C	YLR463C	YLR463C	protein_coding	0	0	0	79	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YLR464W	YLR464W	YLR464W	protein_coding	1	0	3	75	0	0	0	0	17	0	0	5	3	0	1	0	0	0	0	0	0	0	54
YLR466C-A	YLR466C-A	YLR466C-A	protein_coding	0	0	0	43	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YLR466C-B	YLR466C-B	YLR466C-B	protein_coding	0	0	0	43	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YLR467C-A	YLR467C-A	YLR467C-A	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMC1	YPR058W	YPR058W	protein_coding	0	110	24	794	0	0	0	0	230	0	0	0	24	0	0	0	0	0	0	0	0	110	564
YMC2	YBR104W	YBR104W	protein_coding	0	81	10	812	0	0	0	0	297	0	0	0	10	0	0	0	0	0	0	0	0	81	515
YMD8	YML038C	YML038C	protein_coding	0	135	69	415	0	0	0	0	9	0	0	0	69	0	0	0	0	0	0	0	0	135	406
YME1	YPR024W	YPR024W	protein_coding	0	181	10	705	0	0	0	0	452	0	0	0	10	0	0	0	0	0	0	0	0	181	253
YME2	YMR302C	YMR302C	protein_coding	0	323	33	930	0	0	0	0	529	0	0	0	33	0	0	0	1	0	0	0	1	322	401
YML002W	YML002W	YML002W	protein_coding	0	189	83	535	0	0	0	0	257	0	0	0	83	0	0	0	0	0	0	0	0	189	278
YML003W	YML003W	YML003W	protein_coding	1	43	21	600	0	0	0	0	363	1	0	0	21	0	0	0	0	0	0	0	0	43	237
YML007C-A	YML007C-A	YML007C-A	protein_coding	0	0	0	802	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	365
YML009C-A	YML009C-A	YML009C-A	protein_coding	0	7	28	695	0	0	0	0	425	0	0	0	28	0	0	0	0	0	0	0	0	7	270
YML009W-B	YML009W-B	YML009W-B	protein_coding	1	3	48	708	0	0	0	0	275	0	0	0	48	0	0	0	0	0	1	0	0	3	433
YML012C-A	YML012C-A	YML012C-A	protein_coding	1	8	4	1071	0	0	0	0	617	0	0	0	4	0	0	0	1	0	0	1	0	8	454
YML018C	YML018C	YML018C	protein_coding	0	138	22	669	0	0	0	0	389	0	0	0	22	0	0	0	0	0	0	0	0	138	280
YML020W	YML020W	YML020W	protein_coding	0	161	16	869	0	0	0	0	447	0	0	0	16	0	0	0	0	0	0	0	0	161	422
YML031C-A	YML031C-A	YML031C-A	protein_coding	3	18	26	1026	0	0	0	0	414	0	0	0	26	0	0	0	2	1	1	1	1	17	612
YML034C-A	YML034C-A	YML034C-A	protein_coding	1	29	24	888	0	0	0	0	411	0	0	0	24	0	0	0	0	0	1	0	0	29	477
YML037C	YML037C	YML037C	protein_coding	0	21	11	669	0	0	0	0	215	0	0	0	11	0	0	0	0	0	0	0	0	21	454
YML039W	YML039W	YML039W	protein_coding	0	0	0	838	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	484
YML040W	YML040W	YML040W	protein_coding	0	0	0	520	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	484
YML045W	YML045W	YML045W	protein_coding	0	0	0	986	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	460
YML045W-A	YML045W-A	YML045W-A	protein_coding	0	0	0	524	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	460
YML047W-A	YML047W-A	YML047W-A	protein_coding	0	3	18	995	0	0	0	0	400	0	1	0	18	0	0	0	0	0	0	0	0	2	595
YML053C	YML053C	YML053C	protein_coding	0	1	2	808	1	0	0	0	346	0	0	0	1	0	0	0	0	0	0	0	0	1	462
YML054C-A	YML054C-A	YML054C-A	protein_coding	0	0	0	794	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	361
YML057C-A	YML057C-A	YML057C-A	protein_coding	1	1	1	1012	0	0	0	0	564	0	0	0	1	0	0	0	0	0	1	0	0	1	448
YML079W	YML079W	YML079W	protein_coding	1	45	18	949	0	0	0	0	380	0	0	0	18	0	0	0	0	0	1	0	0	45	569
YML082W	YML082W	YML082W	protein_coding	0	203	37	870	0	0	0	0	487	0	0	0	37	0	0	0	0	0	0	0	0	203	383
YML083C	YML083C	YML083C	protein_coding	0	95	48	899	0	0	0	0	496	0	0	0	48	0	0	0	0	0	0	0	0	95	403
YML084W	YML084W	YML084W	protein_coding	1	1	6	996	1	0	0	0	462	0	0	0	5	0	0	0	0	1	0	0	0	1	534
YML089C	YML089C	YML089C	protein_coding	0	2	6	979	0	0	0	0	497	0	0	0	6	0	0	0	0	0	0	0	0	2	482
YML090W	YML090W	YML090W	protein_coding	2	3	7	956	0	0	0	1	445	2	0	0	6	0	0	0	0	0	0	0	0	3	511
